CODIGO,DESCRIPCION,MARCA,HIPERFAMILIA,FAMILIA,SUBFAMILIA,COSTO_PROMEDIO,PRECIO_IVA,SOCIO_IVA,PEM_DISP,PEM_TRANS,PEM_BOD,SEM_DISP,SEM_BOD,CEM_DISP,CEM_BOD,MEM_DISP,MEM_BOD,IEM_DISP,IEM_TRANS,TEM_DISP,TEM_TRANS,RCE_DISP,CD_DISP,CD_TRANS
4092,"EXPANDIDOR DE TUBO 3/16-5/8"" STANLEY COD.93040(1003023997)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,12099,35760,35760,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4093,"ALICATE BASICO 8"" CORTE UNIVERSAL  STANLEY COD.84023(1003008175)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,ATORNILLADORES,8127,15925,15925,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4095,"ALICATE BASICO 6"" PUNTA LARGA STANLEY COD.84101(1003008183)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,ATORNILLADORES,5372,11806,11806,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
4096,"ALICATE BASICO 6"" CORTE DIAGONAL STANLEY COD.84105(1003008181)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,ATORNILLADORES,6651,10923,10923,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4101,"ALICATE MULTIUSO 9.1/2"" STANLEY COD.84-223(1003008185)(E10)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,ATORNILLADORES,5349,12058,12058,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
4102,"ALICATE DE PRESION 7"" BOCA CURVA STANLEY COD.84368(1003008314)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,ATORNILLADORES,6972,12656,12656,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4103,"ALICATE DE PRESION 10"" BOCA CURVA STANLEY COD.84369(1003008194)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,ATORNILLADORES,7030,15948,15948,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
41114,FLOTADOR UNICORNIO 1.55M X 1.19M BESTWAY (41114)(1003755053)(E8),BESTWAY,,,TERRAZA Y JARDIN,6714,16990,16990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,CUCHILLO CARTONERO HOJA FIJA STANLEY COD.10209(1003008341)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,5798,12038,12038,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
4122,REPUESTO CUCHILLO CARTONERO 5UNID.STANLEY COD.11921(1003025725)(E10),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,1650,3608,3608,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
4124,"DESTORNILLADOR PALETA 1/8X4"" STANLEY COD.69104(1003164447)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,2151,4457,4457,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
4126,"DESTORNILLADOR PALETA 3/16X6"" STANLEY COD.69112(1003164444)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,2093,5889,5889,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
4127,"DESTORNILLADOR PALETA 1/4X4"" PERILLERO STANLEY COD.69119(1003023959)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,1957,4246,4246,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
4129,"DESTORNILLADOR PALETA 5/16X6"" STANLEY COD.69121(1003164432)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,2846,7610,7610,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
4132,"DESTORNILLADOR CRUZ 3/16X4"" STANLEY COD.69141(1003164441)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,1889,4722,4722,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
4134,"DESTORNILLADOR CRUZ 5/16X6"" STANLEY COD.69148(1003164435)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,3265,7782,7782,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
4135,"DESTORNILLADOR PALETA 1/4X1.1/2"" PERILLERO STANLEY COD. 39118(1003164433)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,1879,4870,4870,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0
4136,"DESTORNILLADOR CRUZ 1/4X1.1/2""STANLEY COD.69144(1003164439)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,2392,6220,6220,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
4139,"DESTORNILLADOR PALETA 3/8X10"" STANLEY COD.69124(1003164431)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,4802,15630,15630,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
4142,"DESTORNILLADOR PALETA 1/4X6"" STANLEY COD.60006(1003052889)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,1683,3817,3817,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0
4162,DESTORNILLADOR JUEGO 6 PIEZAS PROFESIONAL STANLEY COD.69170 (1003008225)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,12560,16302,16302,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
4163,DESTORNILLADOR JUEGO 10 PIEZAS PROFESIONAL STANLEY COD.69172(1003164429)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,22305,57104,57104,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
4166,DESTORNILLADOR JUEGO 6 PIEZAS BASICO STANLEY COD.66672(1003118703)(E12),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,7832,19365,19365,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4167,DESTORNILLADOR JUEGO 10 PIEZAS CUSHION GRIP STANLEY COD.60100(1003279488)(E10),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS Y ENGRAPADORAS,11953,23676,23676,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4169,"ESCUADRA CARPINTERO PROFESIONAL 8"" STANLEY COD.46532(1003008188)(E10)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,9963,25579,25579,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
4170,"ESCUADRA CARPINTERO PROFESIONAL 10"" STANLEY COD.46534(1003008253)(E10)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,14122,24313,24313,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
4171,"ESCUADRA CARPINTERO PROFESIONAL 12"" STANLEY COD.46536(1003008252)(E10)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,15392,35600,35600,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
4172,"ESCUADRA COMBINACION PROFESIONAL  12"" STANLEY COD.46028(1003025744)(E4)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,14044,27230,27230,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4175,"ESCUADRA ALBAÑIL 24"" STANLEY COD.45500(1003008340)(E12)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,7510,15523,15523,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
4199,"GRAPAS 1/2"" TRABAJO PESADO STANLEY COD.TRA708(1003008346)(E4)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,3494,7270,7270,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4204,HUINCHA MEDIR 5MTS POWER LOCK STANLEY COD.33158(1003008325)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,7560,14786,14786,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4205,HUINCHA MEDIR 8MTS POWER LOCK STANLEY COD.33428(1003008209)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,10849,19770,19770,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
4206,HUINCHA MEDIR 10MTS POWER LOCK STANLEY COD.33463(1003008212)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,14034,25610,25610,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0
4223,"LLAVE STILLSON 8"" BOCA RECTA STANLEY COD.87621(1003008318)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,5799,12158,12158,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
4224,"LLAVE STILLSON 10"" BOCA RECTA STANLEY COD.87622(1003008284)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,7280,14048,14048,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4225,"LLAVE STILLSON 12"" BOCA RECTA STANLEY COD.87623(1003008281)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,9933,29726,29726,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
4226,"LLAVE STILLSON 14"" BOCA RECTA STANLEY COD.87624(1003008283)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,12235,24592,24592,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
4228,"LLAVE STILLSON 24"" BOCA RECTA STANLEY COD.87626(1003008279)(E1)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,28631,44714,44714,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4229,"LLAVE STILLSON 36"" BOCA RECTA STANLEY COD.87627(1003008282)(E1)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,58388,93963,93963,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4293,MARTILLO CARPINTERO 23MM M/MADERA STANLEY COD.51269(1003008251)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MARTILLOS,4607,12360,12360,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
4294,MARTILLO CARPINTERO 27MM M/MADERA STANLEY COD.51271(1003008292)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MARTILLOS,5013,9610,9610,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4295,MARTILLO CARPINTERO 29MM M/MADERA STANLEY COD.51274(1003008293)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MARTILLOS,6736,13157,13157,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4298,MARTILLO MECANICO 1LB STANLEY COD.54191(1003023914)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,6504,12787,12787,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
4299,MARTILLO MECANICO 1.1/2LB STANLEY COD.54192(1003008208)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,7161,13243,13243,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
4300,MARTILLO MECANICO 2LB  STANLEY COD.54193(1003008243)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,8072,19257,19257,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
4301,MARTILLO MECANICO 2.1/2LB STANLEY COD.54194(1003008250)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,10036,15095,15095,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
4312,"NIVEL ALUMINIO 12"" 2 AGUAS STANLEY COD.42072(1003008301)(E20)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,5704,11032,11032,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0
4322,REMACHADORA MANUAL T/PESADO 3 BOCAS MEDIANO STANLEY COD.69646(1003008305)(E6),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,REMACHADORAS,9754,20740,20740,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
4338,"SERRUCHO COSTILLA 12"" STANLEY COD.15884(1003008186)(E10)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,9630,23382,23382,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4339,"SERRUCHO COSTILLA 14"" STANLEY COD.15886(1003008191)(E10)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,SIERRAS,11574,20835,20835,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
43555,FLOTADOR HAMACA 145X87CM + 1 PARCHE DE REPARACIÓN (43555)(E12),BESTWAY,,,TERRAZA Y JARDIN,5177,14990,14990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43656,FLOTADOR CAMARA RETRO (43656)(E12),BESTWAY,,,TERRAZA Y JARDIN,7771,14990,14990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4392,"TIJERA CORTAR LATA 10"" STANLEY COD.14556(1003008356)(E6)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,14539,25412,25412,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
4393,CORTA TUBOS 1/8-1.1/8 STANLEY COD.93020(1003008218)(E10),STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,9480,20230,20230,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4404,"NIVEL TORPEDO 8"" MAGNETICO STANLEY COD.42291(1003008190)(E4)",STANLEY-MANUALES,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,MEDICION,4342,9966,9966,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4413,SIERRA COPA A/R H00-58 5/8 - 16 MM STARRET (670102),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5307,12990,12990,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4414,SIERRA COPA A/R H10-16 1 1/16 - 17 MM STARRET (670103),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4551,11530,11530,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4415,SIERRA COPA A/R H00-34 3/4 - 19 MM STARRET (670104),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4827,11510,11510,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4416,SIERRA COPA A/R H10-36 13/16 - 21 MM STARRET (670106),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4898,12440,12440,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4417,SIERRA COPA A/R H00-78 7/8 - 22 MM STARRET (670107),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4675,12440,12440,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
4418,SIERRA COPA A/R H10-56 15/16 - 24 MM STARRET (670108),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4842,18530,18530,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4419,SIERRA COPA A/R H01-00 1 - 25 MM STARRET (670109),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4883,13230,13230,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4420,SIERRA COPA A/R H01-16 1 1/16 - 27MM STARRET (670135),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5371,12990,12990,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4421,SIERRA COPA A/R H01-19 1 1/8 - 29 MM STARRET (670110),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4990,12310,12310,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4422,SIERRA COPA A/R H01-36 1 3/16 - 30 MM STARRET (670111),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5314,12990,12990,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4423,SIERRA COPA A/R H01-14 1 1/4 - 32 MM STARRET (670112),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5228,16500,16500,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4424,SIERRA COPA A/R H01-56 1 5/16 - 33 MM STARRET (670136),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5039,8840,8840,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4425,SIERRA COPA A/R H01-38 1 3/8 - 35 MM STARRET (670113),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5588,13500,13500,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4426,SIERRA COPA A/R H01-76 1 7/16 - 37 MM STARRET (670137),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5333,14570,14570,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
4427,SIERRA COPA A/R H01-12 1 1/2 - 38 MM STARRET (670114),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5386,9480,9480,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4428,SIERRA COPA A/R H01-12 1 9/16 - 40 MM STARRET (670115),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5854,14570,14570,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4429,SIERRA COPA A/R H01-58 1 5/8 - 41 MM STARRET (670116),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5583,22590,22590,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4430,SIERRA COPA A/R H11-16 1 11/16 - 43 MM STARRET (670138),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5548,17740,17740,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4431,SIERRA COPA A/R H01-34 1 3/4 - 44 MM STARRET (670117),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",6900,21790,21790,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
4432,SIERRA COPA A/R H01-78 1 7/8 - 48 MM STARRET (670118),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",6881,14710,14710,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4433,SIERRA COPA A/R H02-00 2 - 51 MM STARRET (670119),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",6832,16550,16550,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4434,SIERRA COPA A/R H02-16 2 1/16 - 52 MM STARRET (670146),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",8689,17120,17120,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
4435,SIERRA COPA A/R H02-18 2 1/8 - 54 MM STARRET (670134),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",8409,19540,19540,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
4436,SIERRA COPA A/R H02-14 2 1/4 - 57 MM STARRET (670120),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",7795,16840,16840,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4437,SIERRA COPA A/R H02-56 2 5/16 - 59 MM STARRET (670139),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",7916,25500,25500,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4438,SIERRA COPA A/R H02-38 2 3/8 - 60 MM STARRET (670121),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",8510,19320,19320,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4439,SIERRA COPA A/R H02-12 2 1/2 - 64 MM STARRET (670122),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",8604,18700,18700,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4440,SIERRA COPA A/R H02-96 2 9/16 - 65 MM STARRET (670147),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9662,15450,15450,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4441,SIERRA COPA A/R H02-58 2 5/8 - 67 MM STARRET (670143),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9285,19660,19660,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4442,SIERRA COPA A/R H02-34 2 3/4 - 70 MM STARRET (670123),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9180,19660,19660,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
4443,SIERRA COPA A/R H02-78 2 7/8 - 73 MM STARRET (670142),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9325,21050,21050,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
4444,SIERRA COPA A/R H03-00 3 - 76 MM STARRET (670124),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9135,24540,24540,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4445,SIERRA COPA A/R H03-18 3 1/8 - 79 MM STARRET (670144),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9394,25380,25380,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
4446,SIERRA COPA A/R H03-14 3 1/4 - 83 MM STARRET (670125),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9064,15640,15640,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
4447,SIERRA COPA A/R H03-38 3 3/8 - 86 MM STARRET (670150),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9798,16840,16840,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
4448,SIERRA COPA A/R H03-12 3 1/2 - 89 MM STARRET(670126),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",9436,15410,15410,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
