CODIGO,DESCRIPCION,MARCA,HIPERFAMILIA,FAMILIA,SUBFAMILIA,COSTO_PROMEDIO,PRECIO_IVA,SOCIO_IVA,PEM_DISP,PEM_TRANS,PEM_BOD,SEM_DISP,SEM_BOD,CEM_DISP,CEM_BOD,MEM_DISP,MEM_BOD,IEM_DISP,IEM_TRANS,TEM_DISP,TEM_TRANS,RCE_DISP,CD_DISP,CD_TRANS
SMAR0256,"LLAVE STILLSON 14"" BOCA RECTA T/RIDGID SMART TOOLS(6107006)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,8516,25260,25260,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
SMAR0258,"LLAVE STILLSON 18"" BOCA RECTA T/RIDGID SMART TOOLS(6107008)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,12750,34050,34050,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SMAR0260,"LLAVE STILLSON 24"" BOCA RECTA T/RIDGID SMART TOOLS(6107010)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,20391,48620,48620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAR0262,"LLAVE STILLSON 36"" BOCA RECTA T/RIDGID SMART TOOLS(6107012)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES STILLSON,36066,107120,107120,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
SMAR0263,CORTA TUBOS 3-42MM MINI SMART TOOLS(6107100),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,5073,13380,13380,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
SMAR0264,CORTA TUBOS 3-32MM SMART TOOLS(6107112),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,4988,13610,13610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAR0266,CORTA TUBOS 3/16MM A 5/8MM JUEGO ABOCINADOR Y CORTANTE SMART TOOLS(6107160),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,HERRAMIENTAS DE CORTE,10697,34050,34050,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
SMAR0268,GATA BOTELLA 3 TON. HIDRAULICA J-0302 SMART TOOLS(6107803),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,10980,27770,27770,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
SMAR0270,GATA BOTELLA 4 TON. HIDRAULICA J-0402 SMART TOOLS(6107805),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,11566,32210,32210,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
SMAR0272,GATA BOTELLA 6 TON. HIDRAULICA J-0602 SMART TOOLS(6107810),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,15351,41410,41410,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
SMAR0274,GATA BOTELLA 10 TON. HIDRAULICA J-1002 SMART TOOLS(6107820),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,18631,45520,45520,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
SMAR0276,GATA BOTELLA 12 TON. HIDRAULICA J-1202 SMART TOOLS(6107825),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,22704,50330,50330,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
SMAR0277,GATA BOTELLA 32 TON. HIDRAULICA J-3202 SMART TOOLS(6107838),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,43174,90230,90230,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
SMAR0278,GATA BOTELLA 20 TON. HIDRAULICA J-2002 SMART TOOLS(6107835),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,30888,66870,66870,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
SMAR0279,"BARRA DESMONTADORA NEUMATICOS 10"" SMART TOOLS(6103620)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,4946,13040,13040,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SMAR0280,DADOS 1/4 4/14MM JUEGO 19 PIEZAS SMART TOOLS(6104500),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,DADOS,12747,32200,32200,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
SMAR0284,DADOS 1/2 8/27MM JUEGO 17 PIEZAS SMART TOOLS(6104510),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,DADOS,23762,60650,60650,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
SMAR0294,"CINCEL PUNTO 12"" PARA CONCRETO CON PROTECTOR SMART TOOLS(6105930)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS CONSTRUCCION,CINCELES Y PUNTOS,2568,8620,8620,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
SMAR0296,"CINCEL PUNTO 10"" PARA CONCRETO CON PROTECTOR SMART TOOLS(6105925)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS CONSTRUCCION,CINCELES Y PUNTOS,2277,7400,7400,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
SMAR0298,"CINCEL PALETA 12"" PARA CONCRETO CON PROTECTOR SMART TOOLS(6105920)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS CONSTRUCCION,CINCELES Y PUNTOS,3076,8620,8620,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
SMAR0300,"CINCEL PALETA 10"" PARA CONCRETO CON PROTECTOR SMART TOOLS(6105915)",SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS CONSTRUCCION,CINCELES Y PUNTOS,2833,7400,7400,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
SMAR0312,LLAVE DE BANDA EXTRACTOR P/FILTROS DE ACEITE 2.7/8 A 3.1/4 SMART TOOLS(6104615),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,3489,9820,9820,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SMAR0314,LLAVE DE BANDA EXTRACTOR P/FILTROS DE ACEITE 3.1/2 A 3.7/8 SMART TOOLS(6104620),SMART TOOLS,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,3435,9820,9820,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
SOGA0005,CORDEL YUTE TORCIDO 6 MM(103-306017),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,101,430,430,0,0,0,390,390,0,0,0,0,0,0,0,0,0,0,0
SOGA0010,CORDEL YUTE TORCIDO 8MM X METRO ( R-350) (103-308016),KRAUSSER,FERRETERIA,CUERDAS Y AMARRES,CUERDAS,102,203,203,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0014,CORDEL YUTE TORCIDO 10 MM X METRO (R-250) (103-301014),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,390,1250,1250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0015,CORDEL YUTE TORCIDO 12 MM (R-150) (103-301212),KRAUSSER,FERRETERIA,"AMARRES, CADENAS Y CORDELES",CORDELES,196,396,396,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0020,CORDEL YUTE TORCIDO 14 MM X  METRO (E-120) (103-301413),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,702,2190,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0025,CORDEL YUTE TORCIDO 16 MM X METRO (R-100) (103-301611),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,858,2570,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0035,CORDEL PERLON TORCIDO 8 MM X METRO (R-350) (104-108016),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,289,850,850,0,0,0,383,383,0,0,0,0,0,0,0,0,0,0,0
SOGA0040,CORDEL PERLON TORCIDO 10 MM X METRO (R-250)  (104-101014),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,428,1290,1290,0,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0
SOGA0045,CORDEL PERLON TORCIDO 12 MM X METRO (R-150) (104-101212),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,589,1640,1640,0,0,0,228,228,0,0,0,0,0,0,0,0,0,0,0
SOGA0050,CORDEL PERLON TORCIDO 14 MM X METRO (R-120) (104-101413),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,974,3410,3410,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0
SOGA0058,CORDEL NYLON CORRIENTE TORCIDO 4MM X METRO (E-800) (105-104021),KRAUSSER,,,CORDELES,27,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0059,CORDEL NYLON CORRIENTE TORCIDO 3MM X METRO (E-1500) (105-103019),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,0,70,70,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0060,CORDEL NYLON CORRIENTETORCIDO 6MM X METRO (E-600) (105-106017),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,115,350,350,0,0,0,115,115,0,0,0,0,0,0,0,0,0,0,0
SOGA0065,CORDEL NYLON CORRIENTE TORCIDO 8MM X METRO (R-350) (105-108016),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,203,570,570,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0
SOGA0070,CORDEL NYLON CORRIENTE TORCIDO 10MM X METRO (R-250) (105-101014),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,289,970,970,0,0,0,124,124,0,0,0,0,0,0,0,0,0,0,0
SOGA0075,CORDEL NYLON CORRIENTE TORCIDO 12MM X METRO (R- 150) (105-101212),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,429,1130,1130,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0
SOGA0129,CUERDA PERLON TRENZADO 8 MM X METRO (R-350) (304-108016),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,0,519,519,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA0130,CUERDA PERLON TRENZADO 10 MM X METRO (R-250) (304-101014),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,468,1460,1460,0,0,0,167,167,0,0,0,0,0,0,0,0,0,0,0
SOGA0135,CUERDA PERLON TRENZADO 12 MM X METRO (R-150) (304-101212),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,671,1960,1960,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0
SOGA0145,PIOLA PERLON TRENZADO PARTIDOR 4 MM X METRO (R-1.100) (304-104020),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CADENAS Y PIOLAS,125,500,500,0,0,0,868,874,0,0,0,0,0,0,0,0,0,0,0
SOGA0150,CUERDA PERLON TRENZADO 6 MM X METRO (R-600) (304-106017),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,187,850,850,0,600,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SOGA0155,CUERDA NAUTICA TRENZADA 4 MM X METRO (R-1.100) (306-204020),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,140,470,470,0,500,0,3,3,0,0,0,0,0,0,0,0,0,0,0
SOGA0160,CUERDA NAUTICA TRENZADA 6 MM X METRO (R-600) (306-206017),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,187,500,500,0,0,0,309,309,0,0,0,0,0,0,0,0,0,0,0
SOGA0170,CUERDA NAUTICA TRENZADA 12 MM X METRO (R-150) (306-201212),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,624,1950,1950,0,0,0,41,41,20,20,0,0,0,0,0,0,0,0,0
SOGA0175,CUERDA NAUTICA TRENZADA 14 MM X METRO (R-120) (306-201413),KRAUSSER,FERRETERIA,CADENAS Y ACCESORIOS,CORDELES,772,2330,2330,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0
SOL0014,SOLDADORA COMPACTMIG 210 LCD INDURA(6112132),Indura,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,352598,583747,583747,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
SOL0025,EQ. SOLDAR/CORTAR FLAMEPOWER N1 HARRIS ACET 2B/20MM 2B/C.100MM INDURA(1009349),Indura,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,236456,389558,389558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0027,SOLDADORA INDURARC 200 LCD 200AMP 220V C/G.TIERRA+P/ELECT INDURA(6061769),Indura,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,129494,193983,193983,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SOL0032,SOLDADORA INVERTER 180A INCLUYE PINZAS GLINT(MEM-220338),SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,82873,166276,166276,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SOL0033,SOLDADORA INVERTER 140A INCLUYE PINZAS GLINT(MEM-220336),SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,39927,63014,63014,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SOL0034,EQUIPO CORTAR MALETA CON 5 ACCESORIOS GLINT(CAO-000057),SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,35200,72620,72620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0036,EQUIPO CORTAR Y SOLDAR MALETA CON 11 ACCESORIOS GLINT(CAO-000056),SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,59000,122590,122590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0038,"REGULADOR ACETILENO ZR-11A MANOMETRO 2 1/2"" GLINT(CAO-0000560)",SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,17855,37280,37280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0040,"REGULADOR OXIGENO ZR-11 MANOMETRO 2 1/2"" GLINT(CAO-0000550)",SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,17900,37280,37280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0042,"REGULADOR PROPANO ZR-11B MANOMETRO 2 1/2"" GLINT(CAO-0000570)",SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,17900,38777,38777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0044,REGULADOR ARGON ZR-68A ZR-67 CON FLUJOMETRO CGA580 GLINT(MAI0000068),SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,15298,25970,25970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0055,EQ. SOLDAR/CORTAR HARRIS MASTER 3 KIT ACET 3B/20MM 1B/C.100MM INDURA(1001520),Indura,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,333750,570990,570990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0065,SOLDADORA MULTIPRO 250 250AMP 220V MIG/MMA S/REG INDURA(1053363),Indura,,,MAQUINAS DE SOLDAR,652957,967140,967140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0066,SOLD INDURA COMPACTMIG 200 200AMP 220V MIG/TIG/MMA P/ELECT(1053364),Indura,,,MAQUINAS DE SOLDAR,306095,463130,463130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0080,SOLDADORA MIG WTC-185 220V 185A WELTEC(MEI000220355),SOLTEC,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,201808,413581,413581,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
SOL0081,SOLDADORA MIG WTC-300 220V 300A SIN CABEZAL DESMONTABLE WELTEC(MEI000220300),SOLTEC,,,MAQUINAS DE SOLDAR,668000,1156180,1156180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0083,SOLDADORA MIG WTC-500 380V 500A CABEZAL DESMONTABLE WELTEC(MEI000220365),SOLTEC,,,MAQUINAS DE SOLDAR,2099604,3480120,3480120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0084,CORTADORA PLASMA WTC CUT45 220V 40A CORTE 10MM ESP.WELTEC(MER000000145),SOLTEC,,,MAQUINAS DE SOLDAR,157000,279690,279690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0085,CORTADORA PLASMA WTC CUT160 380V 160A CORTE 50MM ESP.WELTEC(MER000000160),SOLTEC,,,MAQUINAS DE SOLDAR,940000,1581910,1581910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0090,SOLDADORA MULTIPRO 3000 300AMP 380V MIG/TIG/MMA INDURA(6039382),Indura,,,MAQUINAS DE SOLDAR,1037770,2087230,2087230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL0093,SOLDADORA KEMPPI MINARC 150 150AMP M/SOLDAR FOTOSENSIBLE+GUANTES INDURA(6104879),Indura,,,MAQUINAS DE SOLDAR,0,1205407,1205407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL042,SOLDADORA SOLMAQ MMA-140 A 220 VOL. CABLE+P/ELECTR+PINZA T/TIERRA+CARETA MANUAL,IMP-SOLDADORA_SOLMAQ,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,28342,77230,77230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL044,MASCARA SOLDAR FOTOSENSIBLE SOLMAQ NEGRA (JX 2D04) (E16),IMP-MASCARA_FOTOSEN,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,5015,12990,12990,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2346,0
SOL046,MASCARA SOLDAR FOTOSENSIBLE SOLMAQ C/DISEÑO (JX 7D04) (E16),IMP-MASCARA_FOTOSEN,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,MAQUINAS DE SOLDAR,7919,18990,18990,0,0,0,20,20,0,0,0,0,0,0,0,0,0,469,0
SOLC0003,ADHESIVO PARA CINTA 1 KG WEBER (E12) (QUI063),WEBER,MATERIALES DE CONSTRUCCION,TABIQUERIA Y REVESTIMIENTOS,CINTAS Y PASTAS PARA JUNTURAS,4048,9787,9787,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
SOLC0005,ADHESIVO CERAMICO  POLVO 25  KG WEBER (P-70) (QUI045),WEBER,TERMINACIONES,PISOS,CERAMICA,2197,3195,3195,278,0,299,0,0,0,0,23,23,0,0,0,0,0,5,0
SOLC0010,ADHESIVO PORCELANATO D.A. POLVO 25 KG WEBER (P-70) (QUI093),WEBER,TERMINACIONES,PISOS,CERAMICA,6256,9182,9182,181,0,181,0,0,0,0,32,32,0,0,0,0,0,0,0
SOLC0015,ADHESIVO CERAMICO AC PASTA TN 25  KG WEBER (E24) (QUI1315),WEBER,TERMINACIONES,PISOS,CERAMICA,12983,21793,21793,53,0,55,0,0,0,0,1,1,0,0,0,0,0,124,0
SOLC0025,ADHESIVO PORCELANATO D.A. PASTA TN 25 KG WEBER (QUI597),WEBER,TERMINACIONES,PISOS,CERAMICA,24052,41443,41443,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLC0030,MASILLA BASE JUNTAPLAC SACO 25 KG WEBER (E70) (QUI1216),WEBER,MATERIALES DE CONSTRUCCION,TABIQUERIA Y REVESTIMIENTOS,YESO CARTON,10920,21696,21696,57,0,57,0,0,0,0,1,1,0,0,0,0,0,0,0
SOLC0031,SACO MORTERO PARA PISOS  25 KG WEBER (E70) (QUI1605),WEBER,MATERIALES DE CONSTRUCCION,"MORTEROS, YESOS Y ARIDOS",MORTEROS,2196,4497,4497,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLC0032,SACO MORTERO ESTUCO INTERIOR/EXTERIOR 2 EN 1 25 KG WEBER (E70) (QUI1439),WEBER,MATERIALES DE CONSTRUCCION,"MORTEROS, YESOS Y ARIDOS",MORTEROS,2152,4440,4440,92,0,92,0,0,0,0,6,6,0,0,0,0,0,0,0
SOLC0033,SACO MORTERO HORMIGON PREPARADO H20 25 KG WEBER (QUI1433)(E70),WEBER,MATERIALES DE CONSTRUCCION,"MORTEROS, YESOS Y ARIDOS",MORTEROS,2409,3468,3468,328,0,328,0,0,0,0,5,5,0,0,0,0,0,0,0
SOLC0034,FRAGUE PORCELANATO BLANCO BOLSA 1 KILO WEBER (QUI1414),WEBER,TERMINACIONES,PISOS,PORCELANATO,1288,4303,4303,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0
SOLC0035,FRAGUE PORCELANATO CAFE CLARO BOLSA 1 KILO WEBER (QUI1418),WEBER,TERMINACIONES,PISOS,PORCELANATO,1276,4187,4187,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
SOLC0036,FRAGUE PORCELANATO CAFE OSCURO BOLSA 1 KILO WEBER (QUI1419),WEBER,TERMINACIONES,PISOS,PORCELANATO,1021,4546,4546,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
SOLC0037,FRAGUE PORCELANATO GREY BOLSA 1 KILO WEBER (QUI1413) (E10),WEBER,TERMINACIONES,PISOS,PORCELANATO,1267,4187,4187,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0
SOLC0039,IMPRIMANTE ACRILICO WEBERFLOOR PRIMER 10 LTS  (QUI-1901 ) (E5),WEBER,MATERIALES DE CONSTRUCCION,"MORTEROS, YESOS Y ARIDOS",MORTEROS,22302,38509,38509,6,0,6,0,0,2,2,0,0,0,0,0,0,0,0,0
SOLC0040,MORTERO AUTONIVELANTE WEBERFLOOR SL SACO 25KG (QUI1900) (E70),WEBER,MATERIALES DE CONSTRUCCION,"MORTEROS, YESOS Y ARIDOS",MORTEROS,10785,18693,18693,102,0,102,0,0,13,13,0,0,0,0,0,0,0,0,0
SOLD0003,"APORTE TIG 308 L 2.4 MM (APT-308L 2,4) C/U MERSUD (25xKG) (E5)",Mersud,,,ELECTRODOS Y ALAMBRE MIG,494,980,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLD0004,APORTE TIG 316 L 2.4 MM (APT-316L 2.4) C/U MERSUD (25xKG) (E5),Mersud,,,ELECTRODOS Y ALAMBRE MIG,579,1134,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLD0005,APORTE TIG 316 L 1.6 MM (APT-316L 1.6) C/U MERSUD (64xKG) (E5),Mersud,,,ELECTRODOS Y ALAMBRE MIG,253,473,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLD0007,"SOLDADURA ESTANO 50% CARRETE CONTACT 453,59 GRS (1003936175)(E25)",MTS-ESTAÑO,,,ELECTRODOS Y ALAMBRE MIG,10699,18500,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLD0035,ELECTRODO. TUNGSTENO 2% TORIO 1/16 MERS,Tecsale,,,ELECTRODOS Y ALAMBRE MIG,482,1190,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLV0045,CARBOLINEO DYNALEUM 1 GALON  (4144P06),Dynal,TERMINACIONES,PINTURA,IMPREGNANTES,8171,14544,14544,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
SOLV0052,DESOXIDANTE 1LT DIDEVAL(PIED003)(E20),Dideval,FERRETERIA,QUIMICOS Y PEGAMENTOS,DESOXIDANTES,1523,4260,4260,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
SOLV0075,SODA CAUSTICA BOLSA 1KG DIDEVAL(SODA001)(E24),Dideval,GASFITERIA,DRENAJE,INSUMOS,1193,3453,3453,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0
SOLV0080,ACEITE LINAZA 1LT DIDEVAL(IMPR002)(E24),Dideval,FERRETERIA,PINTURAS,IMPREGNANTES Y SOLVENTES,1501,5695,5695,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
SOLV0085,ACEITE LINAZA 5LTS DIDEVAL(IMPR003)(E4),Dideval,FERRETERIA,PINTURAS,IMPREGNANTES Y SOLVENTES,8533,21058,21058,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0
SOLV0090,CREOLINA 1LT DIDEVAL(CREO002)(E24),Dideval,FERRETERIA,AGRICOLA Y JARDINERIA,INSECTICIDAS Y FUMIGACION,2556,6736,6736,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0
SOLV0115,REMOVEDOR DE PINTURAS 1/4GL DIDEVAL(REMOP1)(E12),Dideval,FERRETERIA,PINTURAS,IMPREGNANTES Y SOLVENTES,2514,8261,8261,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
SOLV0118,CARBOLINEO DYNALEUM BALDE METALICO 17 LTRS  (4144134),Dynal,TERMINACIONES,PINTURA,IMPREGNANTES,30400,47295,47295,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SON1000,(CD) SONDA VIBRADORA 28 MM (CMV28X6)  ENERGY POWER,IMP-MAQ_CONSTRUC_EP,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS CONSTRUCCION,SONDA VIBRADORA,35949,51650,51650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SON1100,(CD) SONDA VIBRADORA 32 MM (CMV32X6)  ENERGY POWER,IMP-MAQ_CONSTRUC_EP,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS CONSTRUCCION,SONDA VIBRADORA,36948,99200,99200,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SON1200,(CD) SONDA VIBRADORA 38 MM (CMV38X6)  ENERGY POWER,IMP-MAQ_CONSTRUC_EP,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS CONSTRUCCION,SONDA VIBRADORA,39129,68860,68860,2,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0
